"CODI_PROVINCIA","PROVINCIA","CODI_MUNICIPI","MUNICIPI","ESTACIO","CODI_CONTAMINANT","ANY","MES","DIA","H01","V01","H02","V02","H03","V03","H04","V04","H05","V05","H06","V06","H07","V07","H08","V08","H09","V09","H10","V10","H11","V11","H12","V12","H13","V13","H14","V14","H15","V15","H16","V16","H17","V17","H18","V18","H19","V19","H20","V20","H21","V21","H22","V22","H23","V23","H24","V24"
8,"Barcelona",19,"Barcelona",4,7,2020,9,1,2,"V",3,"V",2,"V",3,"V",2,"V",3,"V",10,"V",9,"V",23,"V",30,"V",20,"V",5,"V",5,"V",3,"V",4,"V",3,"V",2,"V",3,"V",3,"V",2,"V",2,"V",3,"V",4,"V",1,"V"
8,"Barcelona",19,"Barcelona",4,7,2020,9,2,2,"V",1,"V",1,"V",1,"V",1,"V",2,"V",12,"V",20,"V",24,"V",36,"V",10,"V",7,"V",7,"V",5,"V",5,"V",4,"V",7,"V",6,"V",4,"V",4,"V",2,"V",1,"V",1,"V",2,"V"
8,"Barcelona",19,"Barcelona",4,7,2020,9,3,3,"V",3,"V",4,"V",5,"V",3,"V",3,"V",6,"V",17,"V",42,"V",34,"V",23,"V",4,"V",4,"V",3,"V",3,"V",5,"V",2,"V",2,"V",2,"V",2,"V",2,"V",1,"V",2,"V",NA,"N"
8,"Barcelona",19,"Barcelona",4,7,2020,9,4,3,"V",3,"V",2,"V",1,"V",2,"V",2,"V",2,"V",7,"V",29,"V",26,"V",16,"V",6,"V",3,"V",3,"V",4,"V",2,"V",6,"V",5,"V",2,"V",3,"V",2,"V",2,"V",1,"V",NA,"N"
8,"Barcelona",19,"Barcelona",4,7,2020,9,5,1,"V",1,"V",2,"V",2,"V",1,"V",1,"V",2,"V",5,"V",12,"V",12,"V",9,"V",11,"V",3,"V",2,"V",1,"V",2,"V",1,"V",1,"V",2,"V",1,"V",2,"V",1,"V",1,"V",1,"V"
8,"Barcelona",19,"Barcelona",4,7,2020,9,6,1,"V",2,"V",1,"V",1,"V",1,"V",2,"V",3,"V",1,"V",1,"V",1,"V",2,"V",2,"V",2,"V",2,"V",1,"V",1,"V",2,"V",1,"V",2,"V",2,"V",3,"V",2,"V",1,"V",2,"V"
8,"Barcelona",19,"Barcelona",4,7,2020,9,7,2,"V",1,"V",1,"V",1,"V",1,"V",1,"V",1,"V",1,"V",2,"V",2,"V",5,"V",6,"V",5,"V",7,"V",7,"V",5,"V",5,"V",3,"V",3,"V",3,"V",2,"V",1,"V",1,"V",1,"V"
8,"Barcelona",19,"Barcelona",4,7,2020,9,8,2,"V",1,"V",1,"V",1,"V",1,"V",1,"V",5,"V",22,"V",36,"V",21,"V",24,"V",21,"V",11,"V",3,"V",4,"V",2,"V",2,"V",3,"V",3,"V",2,"V",2,"V",3,"V",2,"V",NA,"N"
8,"Barcelona",19,"Barcelona",4,7,2020,9,9,2,"V",1,"V",1,"V",1,"V",1,"V",1,"V",1,"V",4,"V",14,"V",27,"V",NA,"N",22,"V",30,"V",22,"V",5,"V",5,"V",3,"V",3,"V",2,"V",2,"V",1,"V",2,"V",1,"V",NA,"N"
8,"Barcelona",19,"Barcelona",4,7,2020,9,10,1,"V",3,"V",3,"V",2,"V",1,"V",1,"V",4,"V",13,"V",18,"V",26,"V",15,"V",17,"V",14,"V",5,"V",6,"V",4,"V",5,"V",1,"V",2,"V",3,"V",2,"V",1,"V",1,"V",NA,"N"
8,"Barcelona",19,"Barcelona",4,7,2020,9,11,1,"V",1,"V",1,"V",1,"V",2,"V",1,"V",1,"V",2,"V",3,"V",2,"V",2,"V",2,"V",3,"V",2,"V",2,"V",2,"V",1,"V",1,"V",1,"V",1,"V",1,"V",3,"V",2,"V",NA,"N"
8,"Barcelona",19,"Barcelona",4,7,2020,9,12,NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N"
8,"Barcelona",19,"Barcelona",4,7,2020,9,13,3,"V",1,"V",2,"V",2,"V",1,"V",1,"V",1,"V",1,"V",3,"V",5,"V",4,"V",3,"V",2,"V",1,"V",1,"V",1,"V",1,"V",1,"V",1,"V",1,"V",1,"V",1,"V",1,"V",NA,"N"
8,"Barcelona",19,"Barcelona",4,7,2020,9,14,4,"V",9,"V",6,"V",3,"V",2,"V",3,"V",16,"V",27,"V",34,"V",39,"V",47,"V",20,"V",16,"V",4,"V",2,"V",2,"V",2,"V",2,"V",2,"V",1,"V",1,"V",1,"V",1,"V",NA,"N"
8,"Barcelona",19,"Barcelona",4,7,2020,9,15,7,"V",6,"V",5,"V",2,"V",2,"V",2,"V",9,"V",38,"V",56,"V",52,"V",43,"V",16,"V",6,"V",4,"V",3,"V",3,"V",2,"V",4,"V",4,"V",3,"V",1,"V",1,"V",1,"V",NA,"N"
8,"Barcelona",19,"Barcelona",4,7,2020,9,16,2,"V",2,"V",2,"V",2,"V",2,"V",3,"V",9,"V",28,"V",46,"V",43,"V",25,"V",25,"V",10,"V",7,"V",3,"V",3,"V",3,"V",6,"V",3,"V",3,"V",3,"V",3,"V",4,"V",NA,"N"
8,"Barcelona",19,"Barcelona",4,7,2020,9,17,2,"V",5,"V",2,"V",2,"V",2,"V",4,"V",6,"V",30,"V",49,"V",42,"V",37,"V",34,"V",29,"V",23,"V",7,"V",8,"V",10,"V",8,"V",5,"V",3,"V",2,"V",3,"V",4,"V",NA,"N"
8,"Barcelona",19,"Barcelona",4,7,2020,9,18,1,"V",1,"V",4,"V",5,"V",2,"V",5,"V",7,"V",33,"V",48,"V",64,"V",78,"V",66,"V",14,"V",13,"V",3,"V",10,"V",7,"V",4,"V",2,"V",2,"V",2,"V",2,"V",5,"V",NA,"N"
8,"Barcelona",19,"Barcelona",4,7,2020,9,19,8,"V",17,"V",8,"V",9,"V",3,"V",3,"V",20,"V",7,"V",9,"V",19,"V",10,"V",7,"V",4,"V",4,"V",3,"V",4,"V",6,"V",5,"V",3,"V",2,"V",1,"V",2,"V",1,"V",NA,"N"
8,"Barcelona",19,"Barcelona",4,7,2020,9,20,2,"V",2,"V",1,"V",1,"V",1,"V",1,"V",1,"V",1,"V",1,"V",2,"V",3,"V",2,"V",3,"V",3,"V",3,"V",2,"V",2,"V",2,"V",2,"V",2,"V",1,"V",1,"V",1,"V",NA,"N"
8,"Barcelona",19,"Barcelona",4,7,2020,9,21,4,"V",3,"V",4,"V",2,"V",18,"V",9,"V",11,"V",13,"V",30,"V",49,"V",NA,"N",20,"V",4,"V",3,"V",3,"V",4,"V",2,"V",2,"V",1,"V",2,"V",1,"V",3,"V",16,"V",NA,"N"
8,"Barcelona",19,"Barcelona",4,7,2020,9,22,6,"V",10,"V",9,"V",5,"V",1,"V",4,"V",14,"V",43,"V",59,"V",41,"V",18,"V",12,"V",7,"V",5,"V",3,"V",3,"V",2,"V",3,"V",2,"V",1,"V",1,"V",1,"V",1,"V",NA,"N"
8,"Barcelona",19,"Barcelona",4,7,2020,9,23,12,"V",14,"V",21,"V",11,"V",5,"V",5,"V",10,"V",34,"V",48,"V",53,"V",42,"V",25,"V",12,"V",5,"V",6,"V",7,"V",5,"V",4,"V",5,"V",4,"V",2,"V",2,"V",2,"V",NA,"N"
8,"Barcelona",19,"Barcelona",4,7,2020,9,24,3,"V",1,"V",4,"V",1,"V",1,"V",1,"V",4,"V",9,"V",20,"V",23,"V",6,"V",6,"V",7,"V",4,"V",2,"V",2,"V",3,"V",3,"V",2,"V",2,"V",2,"V",1,"V",1,"V",NA,"N"
8,"Barcelona",19,"Barcelona",4,7,2020,9,25,2,"V",2,"V",1,"V",1,"V",1,"V",1,"V",1,"V",2,"V",2,"V",2,"V",4,"V",5,"V",5,"V",3,"V",3,"V",3,"V",3,"V",3,"V",2,"V",1,"V",2,"V",1,"V",1,"V",NA,"N"
8,"Barcelona",19,"Barcelona",4,7,2020,9,26,1,"V",2,"V",1,"V",3,"V",1,"V",1,"V",1,"V",1,"V",1,"V",4,"V",3,"V",3,"V",5,"V",3,"V",2,"V",1,"V",1,"V",1,"V",3,"V",2,"V",2,"V",1,"V",1,"V",NA,"N"
8,"Barcelona",19,"Barcelona",4,7,2020,9,27,1,"V",5,"V",1,"V",1,"V",1,"V",1,"V",2,"V",1,"V",3,"V",2,"V",1,"V",1,"V",2,"V",2,"V",2,"V",1,"V",1,"V",2,"V",2,"V",2,"V",2,"V",4,"V",3,"V",6,"V"
8,"Barcelona",19,"Barcelona",4,7,2020,9,28,6,"V",1,"V",1,"V",1,"V",1,"V",2,"V",1,"V",2,"V",4,"V",4,"V",6,"V",10,"V",5,"V",7,"V",8,"V",7,"V",4,"V",4,"V",2,"V",1,"V",3,"V",3,"V",1,"V",1,"V"
8,"Barcelona",19,"Barcelona",4,7,2020,9,29,2,"V",5,"V",6,"V",5,"V",1,"V",3,"V",7,"V",20,"V",45,"V",27,"V",22,"V",NA,"N",5,"V",3,"V",3,"V",2,"V",3,"V",2,"V",3,"V",4,"V",1,"V",1,"V",5,"V",9,"V"
8,"Barcelona",19,"Barcelona",4,7,2020,9,30,5,"V",3,"V",2,"V",1,"V",1,"V",3,"V",9,"V",19,"V",49,"V",50,"V",35,"V",24,"V",8,"V",6,"V",4,"V",4,"V",6,"V",7,"V",4,"V",3,"V",2,"V",1,"V",2,"V",9,"V"
8,"Barcelona",19,"Barcelona",4,8,2020,9,1,44,"V",39,"V",33,"V",44,"V",46,"V",44,"V",51,"V",48,"V",51,"V",51,"V",46,"V",22,"V",23,"V",15,"V",13,"V",15,"V",14,"V",18,"V",18,"V",24,"V",33,"V",59,"V",69,"V",13,"V"
8,"Barcelona",19,"Barcelona",4,8,2020,9,2,9,"V",5,"V",5,"V",28,"V",40,"V",41,"V",62,"V",63,"V",59,"V",57,"V",37,"V",33,"V",30,"V",20,"V",20,"V",20,"V",26,"V",27,"V",29,"V",30,"V",31,"V",23,"V",31,"V",40,"V"
8,"Barcelona",19,"Barcelona",4,8,2020,9,3,59,"V",50,"V",56,"V",59,"V",53,"V",41,"V",50,"V",50,"V",58,"V",57,"V",50,"V",19,"V",19,"V",15,"V",16,"V",15,"V",13,"V",15,"V",17,"V",24,"V",27,"V",23,"V",22,"V",NA,"N"
8,"Barcelona",19,"Barcelona",4,8,2020,9,4,59,"V",54,"V",25,"V",20,"V",34,"V",33,"V",32,"V",44,"V",53,"V",56,"V",51,"V",29,"V",20,"V",20,"V",22,"V",15,"V",24,"V",27,"V",19,"V",28,"V",33,"V",34,"V",23,"V",NA,"N"
8,"Barcelona",19,"Barcelona",4,8,2020,9,5,18,"V",30,"V",44,"V",35,"V",26,"V",27,"V",31,"V",36,"V",34,"V",31,"V",31,"V",28,"V",19,"V",16,"V",10,"V",8,"V",7,"V",6,"V",10,"V",13,"V",22,"V",16,"V",15,"V",23,"V"
8,"Barcelona",19,"Barcelona",4,8,2020,9,6,41,"V",31,"V",29,"V",27,"V",26,"V",27,"V",24,"V",20,"V",15,"V",8,"V",11,"V",10,"V",12,"V",11,"V",12,"V",10,"V",9,"V",10,"V",13,"V",16,"V",12,"V",8,"V",7,"V",7,"V"
8,"Barcelona",19,"Barcelona",4,8,2020,9,7,5,"V",5,"V",4,"V",6,"V",2,"V",6,"V",13,"V",20,"V",29,"V",26,"V",24,"V",22,"V",21,"V",28,"V",24,"V",22,"V",24,"V",21,"V",15,"V",22,"V",26,"V",40,"V",35,"V",29,"V"
8,"Barcelona",19,"Barcelona",4,8,2020,9,8,16,"V",11,"V",11,"V",16,"V",13,"V",21,"V",37,"V",47,"V",51,"V",53,"V",55,"V",46,"V",40,"V",17,"V",15,"V",11,"V",11,"V",25,"V",24,"V",27,"V",36,"V",39,"V",55,"V",NA,"N"
8,"Barcelona",19,"Barcelona",4,8,2020,9,9,44,"V",33,"V",37,"V",35,"V",21,"V",19,"V",26,"V",55,"V",57,"V",63,"V",NA,"N",66,"V",71,"V",65,"V",33,"V",26,"V",17,"V",18,"V",18,"V",26,"V",42,"V",40,"V",55,"V",NA,"N"
8,"Barcelona",19,"Barcelona",4,8,2020,9,10,49,"V",43,"V",41,"V",25,"V",24,"V",25,"V",35,"V",42,"V",40,"V",42,"V",40,"V",49,"V",48,"V",31,"V",39,"V",36,"V",38,"V",24,"V",35,"V",56,"V",44,"V",35,"V",30,"V",NA,"N"
8,"Barcelona",19,"Barcelona",4,8,2020,9,11,25,"V",19,"V",23,"V",32,"V",28,"V",22,"V",25,"V",31,"V",27,"V",13,"V",13,"V",13,"V",23,"V",21,"V",17,"V",17,"V",14,"V",10,"V",10,"V",10,"V",15,"V",37,"V",50,"V",NA,"N"
8,"Barcelona",19,"Barcelona",4,8,2020,9,12,NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N"
8,"Barcelona",19,"Barcelona",4,8,2020,9,13,75,"V",50,"V",35,"V",37,"V",25,"V",22,"V",25,"V",24,"V",24,"V",24,"V",22,"V",21,"V",13,"V",11,"V",9,"V",8,"V",10,"V",10,"V",16,"V",21,"V",39,"V",33,"V",38,"V",NA,"N"
8,"Barcelona",19,"Barcelona",4,8,2020,9,14,82,"V",67,"V",58,"V",46,"V",36,"V",38,"V",51,"V",56,"V",54,"V",55,"V",70,"V",67,"V",64,"V",28,"V",14,"V",13,"V",13,"V",15,"V",16,"V",17,"V",29,"V",36,"V",30,"V",NA,"N"
8,"Barcelona",19,"Barcelona",4,8,2020,9,15,69,"V",60,"V",51,"V",38,"V",29,"V",36,"V",45,"V",52,"V",58,"V",64,"V",71,"V",57,"V",30,"V",25,"V",21,"V",20,"V",21,"V",23,"V",33,"V",43,"V",42,"V",21,"V",25,"V",NA,"N"
8,"Barcelona",19,"Barcelona",4,8,2020,9,16,19,"V",40,"V",41,"V",39,"V",30,"V",31,"V",42,"V",45,"V",48,"V",53,"V",54,"V",68,"V",55,"V",36,"V",25,"V",24,"V",30,"V",39,"V",33,"V",39,"V",50,"V",51,"V",49,"V",NA,"N"
8,"Barcelona",19,"Barcelona",4,8,2020,9,17,48,"V",43,"V",38,"V",30,"V",29,"V",38,"V",50,"V",54,"V",59,"V",56,"V",58,"V",77,"V",86,"V",85,"V",48,"V",54,"V",52,"V",53,"V",39,"V",35,"V",33,"V",46,"V",48,"V",NA,"N"
8,"Barcelona",19,"Barcelona",4,8,2020,9,18,13,"V",21,"V",37,"V",46,"V",45,"V",51,"V",51,"V",54,"V",60,"V",66,"V",74,"V",77,"V",68,"V",59,"V",35,"V",48,"V",41,"V",32,"V",25,"V",21,"V",35,"V",48,"V",75,"V",NA,"N"
8,"Barcelona",19,"Barcelona",4,8,2020,9,19,66,"V",63,"V",55,"V",53,"V",47,"V",41,"V",47,"V",39,"V",43,"V",43,"V",35,"V",30,"V",23,"V",23,"V",13,"V",19,"V",20,"V",20,"V",18,"V",20,"V",23,"V",42,"V",34,"V",NA,"N"
8,"Barcelona",19,"Barcelona",4,8,2020,9,20,23,"V",18,"V",11,"V",12,"V",9,"V",8,"V",9,"V",13,"V",13,"V",12,"V",14,"V",10,"V",17,"V",17,"V",17,"V",13,"V",17,"V",17,"V",18,"V",19,"V",15,"V",17,"V",24,"V",NA,"N"
8,"Barcelona",19,"Barcelona",4,8,2020,9,21,42,"V",48,"V",56,"V",46,"V",54,"V",55,"V",55,"V",54,"V",55,"V",59,"V",NA,"N",56,"V",19,"V",26,"V",22,"V",19,"V",14,"V",16,"V",20,"V",21,"V",38,"V",65,"V",78,"V",NA,"N"
8,"Barcelona",19,"Barcelona",4,8,2020,9,22,62,"V",56,"V",44,"V",39,"V",31,"V",34,"V",42,"V",49,"V",51,"V",51,"V",42,"V",41,"V",37,"V",30,"V",20,"V",20,"V",19,"V",21,"V",26,"V",33,"V",29,"V",28,"V",32,"V",NA,"N"
8,"Barcelona",19,"Barcelona",4,8,2020,9,23,68,"V",59,"V",49,"V",40,"V",42,"V",44,"V",43,"V",43,"V",46,"V",49,"V",52,"V",66,"V",48,"V",32,"V",39,"V",46,"V",44,"V",43,"V",38,"V",36,"V",39,"V",51,"V",60,"V",NA,"N"
8,"Barcelona",19,"Barcelona",4,8,2020,9,24,62,"V",43,"V",45,"V",34,"V",35,"V",28,"V",40,"V",46,"V",48,"V",48,"V",31,"V",29,"V",34,"V",24,"V",19,"V",21,"V",20,"V",19,"V",19,"V",20,"V",26,"V",26,"V",25,"V",NA,"N"
8,"Barcelona",19,"Barcelona",4,8,2020,9,25,25,"V",15,"V",10,"V",8,"V",8,"V",10,"V",11,"V",15,"V",13,"V",14,"V",16,"V",16,"V",17,"V",13,"V",12,"V",11,"V",13,"V",13,"V",11,"V",13,"V",13,"V",10,"V",7,"V",NA,"N"
8,"Barcelona",19,"Barcelona",4,8,2020,9,26,6,"V",8,"V",8,"V",6,"V",5,"V",5,"V",5,"V",9,"V",10,"V",10,"V",10,"V",10,"V",15,"V",14,"V",10,"V",10,"V",9,"V",11,"V",22,"V",16,"V",17,"V",17,"V",8,"V",NA,"N"
8,"Barcelona",19,"Barcelona",4,8,2020,9,27,8,"V",11,"V",8,"V",3,"V",5,"V",10,"V",21,"V",30,"V",26,"V",12,"V",8,"V",8,"V",11,"V",11,"V",11,"V",9,"V",15,"V",25,"V",23,"V",20,"V",50,"V",59,"V",57,"V",61,"V"
8,"Barcelona",19,"Barcelona",4,8,2020,9,28,59,"V",38,"V",11,"V",7,"V",6,"V",9,"V",14,"V",21,"V",26,"V",21,"V",20,"V",27,"V",19,"V",25,"V",32,"V",29,"V",26,"V",31,"V",30,"V",48,"V",69,"V",54,"V",32,"V",33,"V"
8,"Barcelona",19,"Barcelona",4,8,2020,9,29,60,"V",66,"V",63,"V",58,"V",41,"V",48,"V",56,"V",59,"V",62,"V",55,"V",50,"V",NA,"N",15,"V",10,"V",15,"V",13,"V",21,"V",27,"V",38,"V",41,"V",37,"V",36,"V",70,"V",86,"V"
8,"Barcelona",19,"Barcelona",4,8,2020,9,30,80,"V",67,"V",60,"V",44,"V",38,"V",43,"V",54,"V",58,"V",56,"V",56,"V",55,"V",60,"V",41,"V",33,"V",24,"V",24,"V",36,"V",34,"V",35,"V",37,"V",30,"V",33,"V",48,"V",82,"V"
8,"Barcelona",19,"Barcelona",4,10,2020,9,1,16,"V",14,"V",14,"V",12,"V",12,"V",11,"V",15,"V",25,"V",22,"V",26,"V",31,"V",17,"V",13,"V",14,"V",12,"V",11,"V",12,"V",14,"V",18,"V",28,"V",19,"V",18,"V",14,"V",18,"V"
