"CODI_PROVINCIA","PROVINCIA","CODI_MUNICIPI","MUNICIPI","ESTACIO","CODI_CONTAMINANT","ANY","MES","DIA","H01","V01","H02","V02","H03","V03","H04","V04","H05","V05","H06","V06","H07","V07","H08","V08","H09","V09","H10","V10","H11","V11","H12","V12","H13","V13","H14","V14","H15","V15","H16","V16","H17","V17","H18","V18","H19","V19","H20","V20","H21","V21","H22","V22","H23","V23","H24","V24"
8,"Barcelona",19,"Barcelona",4,7,2021,4,1,6,"V",2,"V",1,"V",1,"V",1,"V",2,"V",4,"V",5,"V",22,"V",49,"V",52,"V",28,"V",5,"V",3,"V",2,"V",2,"V",1,"V",1,"V",1,"V",1,"V",2,"V",6,"V",7,"V",NA,"N"
8,"Barcelona",19,"Barcelona",4,7,2021,4,2,7,"V",2,"V",1,"V",1,"V",1,"V",1,"V",1,"V",1,"V",3,"V",5,"V",3,"V",1,"V",1,"V",2,"V",1,"V",1,"V",1,"V",1,"V",1,"V",1,"V",1,"V",1,"V",1,"V",NA,"N"
8,"Barcelona",19,"Barcelona",4,7,2021,4,3,2,"V",1,"V",1,"V",1,"V",1,"V",2,"V",1,"V",2,"V",7,"V",14,"V",13,"V",12,"V",8,"V",4,"V",4,"V",3,"V",2,"V",1,"V",1,"V",1,"V",1,"V",1,"V",1,"V",NA,"N"
8,"Barcelona",19,"Barcelona",4,7,2021,4,4,2,"V",1,"V",1,"V",1,"V",1,"V",2,"V",1,"V",1,"V",2,"V",4,"V",3,"V",3,"V",2,"V",1,"V",1,"V",1,"V",1,"V",1,"V",1,"V",1,"V",1,"V",1,"V",2,"V",NA,"N"
8,"Barcelona",19,"Barcelona",4,7,2021,4,5,1,"V",1,"V",1,"V",1,"V",1,"V",2,"V",1,"V",2,"V",4,"V",5,"V",6,"V",9,"V",5,"V",3,"V",3,"V",3,"V",2,"V",2,"V",2,"V",2,"V",2,"V",1,"V",1,"V",NA,"N"
8,"Barcelona",19,"Barcelona",4,7,2021,4,6,1,"V",2,"V",1,"V",1,"V",1,"V",2,"V",10,"V",30,"V",37,"V",22,"V",12,"V",8,"V",5,"V",5,"V",3,"V",2,"V",2,"V",2,"V",2,"V",2,"V",2,"V",1,"V",1,"V",NA,"N"
8,"Barcelona",19,"Barcelona",4,7,2021,4,7,1,"V",1,"V",2,"V",1,"V",1,"V",1,"V",6,"V",7,"V",12,"V",10,"V",NA,"N",NA,"N",12,"V",5,"V",4,"V",4,"V",3,"V",2,"V",3,"V",3,"V",4,"V",3,"V",1,"V",NA,"N"
8,"Barcelona",19,"Barcelona",4,7,2021,4,8,3,"V",2,"V",3,"V",2,"V",2,"V",3,"V",11,"V",42,"V",60,"V",13,"V",10,"V",7,"V",6,"V",4,"V",5,"V",5,"V",6,"V",13,"V",8,"V",4,"V",4,"V",4,"V",1,"V",NA,"N"
8,"Barcelona",19,"Barcelona",4,7,2021,4,9,1,"V",2,"V",2,"V",3,"V",2,"V",3,"V",7,"V",36,"V",48,"V",47,"V",27,"V",4,"V",6,"V",4,"V",4,"V",3,"V",3,"V",3,"V",3,"V",2,"V",3,"V",2,"V",2,"V",NA,"N"
8,"Barcelona",19,"Barcelona",4,7,2021,4,10,2,"V",1,"V",1,"V",1,"V",1,"V",1,"V",2,"V",3,"V",5,"V",8,"V",10,"V",11,"V",11,"V",8,"V",4,"V",2,"V",2,"V",2,"V",3,"V",2,"V",2,"V",5,"V",22,"V",NA,"N"
8,"Barcelona",19,"Barcelona",4,7,2021,4,11,36,"V",17,"V",2,"V",2,"V",2,"V",4,"V",2,"V",4,"V",4,"V",6,"V",5,"V",4,"V",5,"V",5,"V",4,"V",4,"V",3,"V",4,"V",3,"V",3,"V",2,"V",2,"V",1,"V",NA,"N"
8,"Barcelona",19,"Barcelona",4,7,2021,4,12,1,"V",1,"V",1,"V",1,"V",1,"V",3,"V",2,"V",4,"V",7,"V",8,"V",7,"V",10,"V",11,"V",6,"V",5,"V",4,"V",5,"V",4,"V",3,"V",3,"V",3,"V",2,"V",2,"V",NA,"N"
8,"Barcelona",19,"Barcelona",4,7,2021,4,13,3,"V",3,"V",3,"V",13,"V",4,"V",16,"V",22,"V",38,"V",46,"V",34,"V",14,"V",4,"V",3,"V",3,"V",4,"V",4,"V",3,"V",3,"V",4,"V",3,"V",3,"V",3,"V",2,"V",NA,"N"
8,"Barcelona",19,"Barcelona",4,7,2021,4,14,2,"V",2,"V",2,"V",2,"V",2,"V",5,"V",4,"V",3,"V",4,"V",4,"V",5,"V",5,"V",5,"V",3,"V",3,"V",3,"V",4,"V",3,"V",2,"V",3,"V",2,"V",1,"V",NA,"N",NA,"N"
8,"Barcelona",19,"Barcelona",4,7,2021,4,15,2,"V",2,"V",2,"V",2,"V",1,"V",3,"V",7,"V",21,"V",12,"V",16,"V",6,"V",6,"V",4,"V",4,"V",3,"V",2,"V",2,"V",3,"V",2,"V",2,"V",2,"V",1,"V",1,"V",NA,"N"
8,"Barcelona",19,"Barcelona",4,7,2021,4,16,1,"V",1,"V",1,"V",1,"V",1,"V",2,"V",2,"V",5,"V",5,"V",5,"V",5,"V",4,"V",4,"V",4,"V",3,"V",3,"V",3,"V",3,"V",2,"V",2,"V",2,"V",2,"V",3,"V",NA,"N"
8,"Barcelona",19,"Barcelona",4,7,2021,4,17,1,"V",1,"V",1,"V",1,"V",1,"V",6,"V",1,"V",5,"V",5,"V",4,"V",3,"V",4,"V",3,"V",3,"V",3,"V",2,"V",2,"V",2,"V",3,"V",2,"V",1,"V",2,"V",2,"V",NA,"N"
