"CODI_PROVINCIA","PROVINCIA","CODI_MUNICIPI","MUNICIPI","ESTACIO","CODI_CONTAMINANT","ANY","MES","DIA","H01","V01","H02","V02","H03","V03","H04","V04","H05","V05","H06","V06","H07","V07","H08","V08","H09","V09","H10","V10","H11","V11","H12","V12","H13","V13","H14","V14","H15","V15","H16","V16","H17","V17","H18","V18","H19","V19","H20","V20","H21","V21","H22","V22","H23","V23","H24","V24"
8,"Barcelona",19,"Barcelona",4,7,2021,11,1,3,"V",10,"V",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N"
8,"Barcelona",19,"Barcelona",4,7,2021,11,2,12,"V",10,"V",12,"V",11,"V",10,"V",8,"V",8,"V",11,"V",11,"V",12,"V",11,"V",12,"V",11,"V",10,"V",8,"V",9,"V",10,"V",9,"V",14,"V",15,"V",15,"V",11,"V",13,"V",10,"V"
8,"Barcelona",19,"Barcelona",4,7,2021,11,3,10,"V",18,"V",13,"V",9,"V",10,"V",10,"V",7,"V",9,"V",9,"V",10,"V",11,"V",10,"V",9,"V",8,"V",7,"V",7,"V",7,"V",7,"V",5,"V",7,"V",15,"V",25,"V",18,"V",13,"V"
8,"Barcelona",19,"Barcelona",4,7,2021,11,4,9,"V",7,"V",6,"V",5,"V",6,"V",7,"V",7,"V",11,"V",18,"V",19,"V",NA,"N",NA,"N",8,"V",8,"V",7,"V",9,"V",9,"V",12,"V",12,"V",13,"V",10,"V",13,"V",9,"V",9,"V"
8,"Barcelona",19,"Barcelona",4,7,2021,11,5,14,"V",18,"V",18,"V",12,"V",12,"V",11,"V",7,"V",10,"V",13,"V",14,"V",15,"V",17,"V",14,"V",10,"V",9,"V",10,"V",12,"V",21,"V",17,"V",33,"V",53,"V",58,"V",43,"V",21,"V"
8,"Barcelona",19,"Barcelona",4,7,2021,11,6,12,"V",8,"V",8,"V",10,"V",8,"V",8,"V",7,"V",9,"V",12,"V",10,"V",9,"V",11,"V",9,"V",15,"V",6,"V",3,"V",2,"V",6,"V",10,"V",13,"V",17,"V",18,"V",14,"V",12,"V"
8,"Barcelona",19,"Barcelona",4,7,2021,11,7,13,"V",14,"V",12,"V",5,"V",6,"V",5,"V",4,"V",5,"V",6,"V",5,"V",5,"V",6,"V",7,"V",16,"V",9,"V",6,"V",6,"V",9,"V",14,"V",27,"V",43,"V",36,"V",18,"V",10,"V"
8,"Barcelona",19,"Barcelona",4,7,2021,11,9,22,"V",5,"V",2,"V",1,"V",1,"V",2,"V",3,"V",15,"V",32,"V",38,"V",18,"V",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N"
8,"Barcelona",19,"Barcelona",4,7,2021,11,10,1,"V",2,"V",1,"V",1,"V",1,"V",1,"V",1,"V",2,"V",12,"V",21,"V",17,"V",13,"V",15,"V",23,"V",10,"V",4,"V",8,"V",7,"V",3,"V",1,"V",NA,"N",NA,"N",NA,"N",NA,"N"
8,"Barcelona",19,"Barcelona",4,7,2021,11,11,1,"V",3,"V",1,"V",1,"V",1,"V",1,"V",1,"V",3,"V",5,"V",3,"V",3,"V",3,"V",2,"V",2,"V",2,"V",1,"V",3,"V",3,"V",1,"V",1,"V",1,"V",1,"V",1,"V",1,"V"
